Time_s,Linear Accel X,Linear Accel Y,Linear Accel Z,Gravity X,Gravity Y,Gravity Z,Gyroscope Yaw,Gyroscope Pitch,Gyroscope Roll,Orientation Yaw,Orientation Pitch,Orientation Roll,GPS_Speed_ms,Velocity_ms,ref_lat,ref_lon,ref_heading
3.5,0.1644,0.04780000000000001,0.2397000000000009,-0.4483,0.2237,9.7938,0.0021,-0.0021,0.0021,181.11,2.66,-1.33,0.0,0.0,52.218723,-1.502687,121.9
3.6,0.13829999999999998,0.03373999999999999,0.2176800000000007,-0.44786,0.22434,9.79382,0.00232,-0.0016799999999999996,0.0014599999999999995,180.484,2.65,-1.33,0.0,0.0,52.218723,-1.502687,121.9
3.7,0.11219999999999994,0.019679999999999982,0.1956600000000005,-0.44742,0.22498,9.79384,0.0025400000000000006,-0.0012599999999999992,0.0008199999999999989,179.858,2.64,-1.33,0.0,0.0,52.218723,-1.502687,121.9
3.8000000000000003,0.08609999999999991,0.005619999999999972,0.17364000000000027,-0.44698,0.22562,9.79386,0.0027600000000000007,-0.0008399999999999987,0.0001799999999999983,179.232,2.63,-1.33,0.0,0.0,52.218723,-1.502687,121.9
3.9000000000000004,0.0599999999999999,-0.008440000000000045,0.15162000000000006,-0.44654,0.22626,9.79388,0.002980000000000001,-0.0004199999999999985,-0.0004600000000000021,178.606,2.62,-1.33,0.0,0.0,52.218723,-1.502687,121.9
4.0,0.033899999999999986,-0.022499999999999992,0.12959999999999994,-0.4461,0.2269,9.7939,0.0032,0.0,-0.0011,177.98,2.61,-1.33,0.0,0.0,52.218723,-1.502687,121.9
4.1000000000000005,0.08800000000000027,-0.03626000000000006,0.14256,-0.4155599999999998,0.22804,9.795020000000001,0.004260000000000006,0.0008600000000000045,-0.00045999999999999676,178.6,2.59,-1.33,0.0,0.0,52.218723,-1.502687,121.9
4.2,0.1421000000000001,-0.050020000000000016,0.15551999999999994,-0.3850199999999999,0.22918,9.796140000000001,0.005320000000000002,0.0017200000000000015,0.0001800000000000009,179.22,2.57,-1.33,0.0,0.0,52.218723,-1.502687,121.9
4.3,0.1961999999999999,-0.06377999999999998,0.1684799999999999,-0.35448,0.23032,9.79726,0.0063799999999999985,0.0025799999999999985,0.0008199999999999987,179.84,2.55,-1.33,0.0,0.0,52.218723,-1.502687,121.9
4.4,0.2503000000000002,-0.07754000000000004,0.18143999999999996,-0.3239399999999999,0.23146,9.79838,0.007440000000000004,0.003440000000000003,0.0014600000000000019,180.46,2.53,-1.33,0.0,0.0,52.218723,-1.502687,121.9
4.5,0.3044,-0.09129999999999999,0.1943999999999999,-0.2934,0.2326,9.7995,0.0085,0.0043,0.0021,181.08,2.51,-1.33,0.0,0.0,52.218723,-1.502687,121.9
4.6000000000000005,0.20081999999999944,-0.07535999999999991,0.1887,-0.2788199999999999,0.2331,9.79988,0.00637999999999999,0.002799999999999992,0.001899999999999999,181.122,2.2659999999999987,-1.338,0.0,0.0,52.218723,-1.502687,121.9
4.7,0.0972399999999998,-0.059419999999999966,0.18300000000000016,-0.26424,0.2336,9.80026,0.004259999999999996,0.0012999999999999973,0.0016999999999999997,181.16400000000002,2.0219999999999994,-1.346,0.0,0.0,52.218723,-1.502687,121.9
4.800000000000001,-0.006340000000000734,-0.04347999999999988,0.1773000000000003,-0.24965999999999988,0.2341,9.80064,0.0021399999999999857,-0.00020000000000001007,0.0014999999999999985,181.206,1.7779999999999982,-1.354,0.0,0.0,52.218723,-1.502687,121.9
4.9,-0.1099200000000004,-0.02753999999999994,0.17160000000000045,-0.23507999999999996,0.2346,9.80102,1.9999999999992246e-05,-0.0017000000000000053,0.0012999999999999993,181.248,1.5339999999999991,-1.362,0.0,0.0,52.218723,-1.502687,121.9
5.0,-0.2135,-0.0116,0.1659000000000006,-0.2205,0.2351,9.8014,-0.0021,-0.0032,0.0011,181.29,1.29,-1.37,0.0,0.0,52.218723,-1.502687,121.9
5.1000000000000005,-0.15319999999999967,-0.00129999999999994,0.17784000000000055,-0.2020999999999999,0.22645999999999997,9.8019,-0.007220000000000027,-0.005120000000000011,0.004280000000000017,180.57199999999997,1.2319999999999998,-1.3479999999999999,0.0,0.0,52.218723,-1.502687,121.9
5.2,-0.09289999999999989,0.009000000000000025,0.1897800000000004,-0.18369999999999997,0.21781999999999999,9.8024,-0.012340000000000007,-0.007040000000000004,0.0074600000000000066,179.85399999999998,1.174,-1.326,0.0,0.0,52.218723,-1.502687,121.9
5.300000000000001,-0.032599999999999574,0.019300000000000084,0.20172000000000034,-0.16529999999999986,0.20917999999999992,9.8029,-0.017460000000000035,-0.008960000000000015,0.010640000000000023,179.136,1.1159999999999997,-1.3039999999999998,0.0,0.0,52.218723,-1.502687,121.9
5.4,0.027700000000000224,0.02960000000000005,0.21366000000000018,-0.14689999999999992,0.20053999999999997,9.8034,-0.022580000000000017,-0.010880000000000008,0.013820000000000013,178.41799999999998,1.0579999999999998,-1.282,0.0,0.0,52.218723,-1.502687,121.9
5.5,0.088,0.03990000000000002,0.22560000000000002,-0.1285,0.1919,9.8039,-0.0277,-0.0128,0.017,177.7,1.0,-1.26,0.0,0.0,52.218723,-1.502687,121.9
5.6000000000000005,0.16140000000000038,-0.022740000000000316,0.13269999999999932,-0.12277999999999997,0.18801999999999996,9.80404,-0.016199999999999937,-0.00875999999999998,0.032340000000000084,177.522,0.9159999999999996,-1.2099999999999997,0.0,0.0,52.218723,-1.502687,121.9
5.7,0.23480000000000012,-0.0853800000000001,0.03979999999999945,-0.11706,0.18413999999999997,9.80418,-0.004699999999999982,-0.0047199999999999916,0.04768000000000003,177.344,0.8319999999999999,-1.16,0.0,0.0,52.218723,-1.502687,121.9
5.800000000000001,0.3082000000000005,-0.14802000000000046,-0.05310000000000126,-0.11133999999999997,0.18025999999999995,9.80432,0.00680000000000008,-0.0006799999999999706,0.0630200000000001,177.166,0.7479999999999993,-1.1099999999999997,0.0,0.0,52.218723,-1.502687,121.9
5.9,0.3816000000000003,-0.2106600000000002,-0.14600000000000113,-0.10561999999999998,0.17637999999999998,9.80446,0.018300000000000035,0.0033600000000000175,0.07836000000000007,176.988,0.6639999999999997,-1.0599999999999998,0.0,0.0,52.218723,-1.502687,121.9
6.0,0.455,-0.2733,-0.238900000000001,-0.0999,0.1725,9.8046,0.0298,0.0074,0.0937,176.81,0.58,-1.01,0.0,0.0,52.218723,-1.502687,121.9
6.1000000000000005,0.3301999999999994,-0.2591399999999999,-0.15994000000000058,-0.09427999999999997,0.14611999999999986,9.80494,0.025759999999999977,0.004419999999999985,0.10180000000000006,177.312,0.5339999999999997,-0.9639999999999997,0.0,0.0,52.218723,-1.502687,121.9
6.2,0.2053999999999998,-0.24497999999999998,-0.08098000000000086,-0.08865999999999999,0.11973999999999994,9.80528,0.02171999999999999,0.001439999999999995,0.10990000000000003,177.814,0.4879999999999999,-0.9179999999999999,0.0,0.0,52.218723,-1.502687,121.9
6.300000000000001,0.08059999999999912,-0.2308199999999999,-0.0020200000000004104,-0.08303999999999996,0.0933599999999998,9.805620000000001,0.01767999999999997,-0.0015400000000000205,0.11800000000000006,178.316,0.4419999999999996,-0.8719999999999997,0.0,0.0,52.218723,-1.502687,121.9
6.4,-0.044200000000000406,-0.21665999999999994,0.07693999999999929,-0.07741999999999999,0.0669799999999999,9.80596,0.013639999999999982,-0.00452000000000001,0.12610000000000005,178.81799999999998,0.3959999999999998,-0.8259999999999998,0.0,0.0,52.218723,-1.502687,121.9
6.5,-0.16899999999999998,-0.20249999999999999,0.15589999999999904,-0.0718,0.0406,9.8063,0.0096,-0.0075,0.1342,179.32,0.35,-0.78,0.0,0.0,52.218723,-1.502687,121.9
6.6000000000000005,-0.23932000000000037,-0.1090399999999995,0.15683999999999934,-0.08132000000000006,0.030339999999999943,9.80622,0.015980000000000036,-0.004939999999999986,0.14934000000000008,177.378,0.4200000000000004,-0.6119999999999991,0.0,0.0,52.218723,-1.502687,121.9
6.7,-0.30964000000000014,-0.015579999999999844,0.15777999999999964,-0.09084000000000002,0.02007999999999998,9.80614,0.022360000000000012,-0.002379999999999996,0.16448000000000004,175.436,0.4900000000000001,-0.4439999999999997,0.0,0.0,52.218723,-1.502687,121.9
6.800000000000001,-0.37996000000000046,0.07788000000000064,0.15871999999999994,-0.10036000000000007,0.009819999999999926,9.80606,0.02874000000000005,0.00018000000000001782,0.1796200000000001,173.494,0.5600000000000005,-0.2759999999999988,0.0,0.0,52.218723,-1.502687,121.9
6.9,-0.45028000000000024,0.1713400000000003,0.15966000000000022,-0.10988000000000003,-0.0004400000000000376,9.80598,0.035120000000000026,0.002740000000000008,0.19476000000000004,171.552,0.6300000000000002,-0.10799999999999932,0.0,0.0,52.218723,-1.502687,121.9
7.0,-0.5206,0.2648,0.16060000000000052,-0.1194,-0.0107,9.8059,0.0415,0.0053,0.2099,169.61,0.7,0.06,0.0,0.0,52.218723,-1.502687,121.9
7.1000000000000005,-0.3590830339321349,0.2495504990019959,0.10347425149700606,-0.1363261477045909,-0.03894351297405203,9.805381037924151,0.031939121756486985,-9.381237524974662e-06,0.20606766467065868,167.83355289421158,0.7439121756487028,0.1617964071856292,0.0,0.0,52.218723,-1.502687,121.9
7.2,-0.1975660678642714,0.234300998003992,0.04634850299401211,-0.15325229540918164,-0.06718702594810382,9.804862075848304,0.022378243512974048,-0.005318762475049901,0.20223532934131738,166.05710578842317,0.7878243512974052,0.26359281437125753,0.0,0.0,52.218723,-1.502687,121.9
7.300000000000001,-0.03604910179640636,0.21905149700598794,-0.010777245508982347,-0.17017844311377253,-0.09543053892215585,9.804343113772456,0.012817365269461027,-0.010628143712574877,0.19840299401197603,164.28065868263474,0.831736526946108,0.36538922155688675,0.0,0.0,52.218723,-1.502687,121.9
7.4,0.12546786427145717,0.20380199600798402,-0.0679029940119763,-0.18710459081836328,-0.12367405189620763,9.803824151696606,0.0032564870259480933,-0.015937524950099802,0.19457065868263473,162.5042115768463,0.8756487025948104,0.46718562874251507,0.0,0.0,52.218723,-1.502687,121.9
7.5,0.28698483033932076,0.18855249500998011,-0.12502874251497026,-0.20403073852295403,-0.1519175648702594,9.803305189620758,-0.006304391217564841,-0.02124690618762473,0.19073832335329344,160.7277644710579,0.9195608782435128,0.5689820359281434,0.0,0.0,52.218723,-1.502687,121.9
7.6000000000000005,0.241107831325301,0.0414307228915658,-0.12367168674698822,-0.21753915662650605,-0.16538012048192777,9.802743373493977,-0.0006746987951807039,-0.01642951807228914,0.20107710843373497,159.56295180722893,1.0531927710843378,0.7111445783132535,0.0,0.0,52.218723,-1.502687,121.9
7.7,0.19313594377510032,-0.10702309236947805,-0.1217238955823295,-0.23101305220883533,-0.1786933734939759,9.802181124497992,0.005108433734939765,-0.011509839357429712,0.21155903614457833,158.4043172690763,1.1877309236947793,0.853714859437751,0.0,0.0,52.218723,-1.502687,121.9
7.800000000000001,0.1451640562248992,-0.2554769076305232,-0.11977610441767075,-0.24448694779116475,-0.1920066265060242,9.801618875502008,0.010891566265060288,-0.006590160642570241,0.22204096385542177,157.24568273092368,1.322269076305222,0.9962851405622501,0.0,0.0,52.218723,-1.502687,121.9
7.9,0.09719216867469851,-0.40393072289156706,-0.11782831325301203,-0.257960843373494,-0.20531987951807235,9.801056626506023,0.016674698795180756,-0.0016704819277108124,0.23252289156626513,156.08704819277108,1.4568072289156635,1.1388554216867477,0.0,0.0,52.218723,-1.502687,121.9
8.0,0.05014570858283447,-0.549608183632734,-0.11581796407185616,-0.27105828343313365,-0.21877744510978053,9.800497005988024,0.022291417165668626,0.0031680638722554784,0.24295948103792417,154.93107784431137,1.59,1.2810778443113777,0.0,0.0,52.218723,-1.502687,121.9
8.1,0.09471656686626742,-0.4204265469061877,-0.10761437125748491,-0.246886626746507,-0.24652195608782432,9.80019760479042,0.011433133732534939,-2.5548902195605787e-05,0.2489075848303393,154.0388622754491,1.59,1.3888622754491018,0.0,0.0,52.218723,-1.502687,121.9
8.200000000000001,0.13928742514970116,-0.29124491017963905,-0.09941077844311351,-0.22271497005987992,-0.2742664670658686,9.799898203592814,0.0005748502994010578,-0.0032191616766467468,0.2548556886227546,153.1466467065868,1.59,1.4966467065868279,0.0,0.0,52.218723,-1.502687,121.9
8.3,0.18385828343313412,-0.16206327345309268,-0.09120718562874226,-0.1985433133732533,-0.3020109780439124,9.79959880239521,-0.010283433133732634,-0.0064127744510978305,0.2608037924151697,152.25443113772454,1.59,1.604431137724552,0.0,0.0,52.218723,-1.502687,121.9
8.4,0.22842914171656706,-0.032881636726546315,-0.083003592814371,-0.17437165668662663,-0.32975548902195617,9.799299401197604,-0.02114171656686632,-0.009606387225548916,0.2667518962075849,151.36221556886227,1.59,1.712215568862276,0.0,0.0,52.218723,-1.502687,121.9
8.5,0.273,0.0963,-0.07479999999999976,-0.1502,-0.3575,9.799,-0.032,-0.0128,0.2727,150.47,1.59,1.82,0.0,0.0,52.218723,-1.502687,121.9
8.6,0.07182235528942166,0.01330598802395229,-0.028312974051895923,-0.1642518962075848,-0.4020908183632733,9.79658483033932,-0.01689021956087828,-0.014496606786427143,0.28717105788423153,147.14065868263472,1.2886027944111784,1.9716966067864268,0.0,0.0,52.218723,-1.502687,121.9
8.700000000000001,-0.1293552894211603,-0.06968802395209689,0.018174051896208743,-0.17830379241516983,-0.4466816367265475,9.794169660678643,-0.0017804391217562943,-0.016193213572854314,0.3016421157684633,143.81131736526942,0.9872055888223515,2.1233932135728564,0.0,0.0,52.218723,-1.502687,121.9
8.8,-0.3305329341317387,-0.15268203592814458,0.06466107784431258,-0.19235568862275462,-0.49127245508982076,9.791754491017963,0.013329341317365427,-0.017889820359281456,0.31611317365269476,140.48197604790414,0.6858083832335299,2.275089820359283,0.0,0.0,52.218723,-1.502687,121.9
8.9,-0.531710578842317,-0.23567604790419228,0.11114810379241641,-0.20640758483033944,-0.5358632734530941,9.789339321357284,0.02843912175648714,-0.019586427145708598,0.3305842315369263,137.1526347305389,0.38441117764470834,2.42678642714571,0.0,0.0,52.218723,-1.502687,121.9
9.0,-0.7328882235528954,-0.31867005988024,0.15763512974052024,-0.22045948103792423,-0.5804540918163674,9.786924151696606,0.04354890219560886,-0.021283033932135736,0.34505528942115776,133.82329341317362,0.08301397205588668,2.5784830339321365,0.0,0.0,52.218723,-1.502687,121.9
9.1,-0.7003789579158316,-0.18968897795591172,0.15010460921843785,-0.23046032064128255,-0.5716150300601203,9.78719759519038,0.03143907815631262,-0.01094368737474949,0.33799819639278555,133.12537074148295,0.3200601202404812,2.742685370741483,0.0,0.0,52.218723,-1.502687,121.9
9.200000000000001,-0.6655092184368733,-0.05856673346693203,0.14202845691382848,-0.24042024048096206,-0.56223627254509,9.787498196392784,0.019054308617234294,-0.0004827655310619787,0.3307236472945891,132.4540280561122,0.5625450901803641,2.9070140280561145,0.0,0.0,52.218723,-1.502687,121.9
9.3,-0.6306394789579155,0.07255551102204527,0.13395230460921925,-0.25038016032064137,-0.5528575150300601,9.78779879759519,0.006669539078156192,0.009978156312625344,0.3234490981963927,131.78268537074146,0.8050300601202427,3.071342685370743,0.0,0.0,52.218723,-1.502687,121.9
9.4,-0.5957697394789578,0.20367775551102263,0.12587615230461002,-0.2603400801603207,-0.54347875751503,9.788099398797595,-0.0057152304609219065,0.02043907815631267,0.31617454909819637,131.11134268537074,1.0475150300601215,3.2356713426853716,0.0,0.0,52.218723,-1.502687,121.9
9.5,-0.5609000000000001,0.3348,0.11780000000000079,-0.2703,-0.5341,9.7884,-0.0181,0.0309,0.3089,130.44,1.29,3.4,0.0,0.0,52.218723,-1.502687,121.9
9.600000000000001,-0.5203399999999995,0.29847999999999947,0.1709800000000016,-0.28760000000000024,-0.5162999999999998,9.78872,-0.02088000000000004,0.02663999999999994,0.2944199999999998,129.784,1.4480000000000022,3.2399999999999975,0.0,0.0,52.218723,-1.502687,121.9
9.700000000000001,-0.4797799999999996,0.2621599999999996,0.22416000000000147,-0.30490000000000017,-0.49849999999999983,9.78904,-0.02366000000000003,0.022379999999999955,0.27993999999999986,129.128,1.6060000000000016,3.0799999999999983,0.0,0.0,52.218723,-1.502687,121.9
9.8,-0.4392199999999997,0.22583999999999974,0.2773400000000013,-0.3222000000000001,-0.4806999999999999,9.789359999999999,-0.02644000000000002,0.01811999999999997,0.2654599999999999,128.47199999999998,1.7640000000000011,2.919999999999999,0.0,0.0,52.218723,-1.502687,121.9
9.9,-0.39865999999999985,0.18951999999999988,0.33052000000000115,-0.3395000000000001,-0.4628999999999999,9.789679999999999,-0.02922000000000001,0.013859999999999987,0.2509799999999999,127.81599999999999,1.9220000000000006,2.7599999999999993,0.0,0.0,52.218723,-1.502687,121.9
10.0,-0.3581,0.1532,0.38370000000000104,-0.3568,-0.4451,9.79,-0.032,0.0096,0.2365,127.16,2.08,2.6,0.0,0.0,52.218723,-1.502687,121.9
10.100000000000001,-0.2615592445328018,0.1860429423459249,0.30487296222663984,-0.35890735586481115,-0.4361139165009939,9.790318091451292,-0.025001988071570478,0.008745129224652076,0.2267584493041748,126.42242544731609,2.093916500994036,2.548310139165009,0.0,0.0,52.218723,-1.502687,121.9
10.200000000000001,-0.16501848906560537,0.21888588469184922,0.22604592445328,-0.3610147117296223,-0.427127833001988,9.790636182902585,-0.01800397614314108,0.007890258449304166,0.2170168986083498,125.68485089463219,2.1078330019880718,2.4966202783300195,0.0,0.0,52.218723,-1.502687,121.9
10.3,-0.06847773359840892,0.25172882703777355,0.1472188866799202,-0.36312206759443344,-0.41814174950298205,9.790954274353878,-0.011005964214711686,0.007035387673956256,0.20727534791252478,124.94727634194831,2.1217495029821074,2.4449304174950295,0.0,0.0,52.218723,-1.502687,121.9
10.4,0.028063021868787563,0.2845717693836979,0.06839184890656036,-0.36522942345924453,-0.4091556660039761,9.791272365805169,-0.004007952286282288,0.006180516898608348,0.19753379721669978,124.20970178926441,2.135666003976143,2.3932405566600394,0.0,0.0,52.218723,-1.502687,121.9
10.5,0.12460377733598399,0.3174147117296222,-0.01043518886679945,-0.3673367793240557,-0.40016958250497014,9.791590457256461,0.0029900596421471096,0.005325646123260438,0.18779224652087476,123.47212723658052,2.1495825049701787,2.34155069582505,0.0,0.0,52.218723,-1.502687,121.9
10.600000000000001,0.019489717741934115,0.30930624999999984,0.033803024193548734,-0.36775201612903224,-0.3838637096774191,9.792167137096774,-0.0007504032258065017,0.003637701612903205,0.18145705645161284,122.22967741935483,2.1519556451612902,2.246129032258063,0.0,0.0,52.218723,-1.502687,121.9
10.700000000000001,-0.0918610887096783,0.2999312499999999,0.08184737903225832,-0.3681149193548387,-0.3673314516129031,9.79275181451613,-0.004822983870967775,0.0019239919354838578,0.17522721774193542,120.97161290322579,2.1539717741935482,2.1493548387096766,0.0,0.0,52.218723,-1.502687,121.9
10.8,-0.20321189516129073,0.29055624999999996,0.12989173387096792,-0.36847782258064515,-0.35079919354838707,9.793336491935484,-0.008895564516129049,0.00021028225806451074,0.16899737903225803,119.71354838709676,2.1559879032258067,2.05258064516129,0.0,0.0,52.218723,-1.502687,121.9
10.9,-0.3145627016129032,0.28118125000000005,0.1779360887096775,-0.3688407258064516,-0.334266935483871,9.793921169354839,-0.01296814516129032,-0.0015034274193548372,0.16276754032258064,118.45548387096774,2.1580040322580647,1.9558064516129035,0.0,0.0,52.218723,-1.502687,121.9
11.0,-0.423082000000001,0.27166860000000015,0.2255830000000002,-0.36904800000000004,-0.31769200000000014,9.7945108,-0.016919200000000047,-0.0031850000000000086,0.15659779999999998,117.2005,2.1591000000000005,1.8587800000000008,0.0,0.0,52.218723,-1.502687,121.9
