timestamp,reference_velocity,predicted_velocity,reference_lat,reference_lon,estimated_lat,estimated_lon,position_error
46,34.983116,34.983116,51.530487,-2.600543,51.524396043562,-2.621484071548522,1599.1811427764644
47,35.17836,35.17836,51.530476,-2.600645,51.52427344850996,-2.621952204296382,1627.3834173844175
48,35.4337,35.4337,51.530464,-2.600714,51.52414747438852,-2.6224220296838423,1657.8718504998928
49,35.44335,35.44335,51.53043,-2.600785,51.524020852199726,-2.6228915553989323,1687.2124061053562
50,35.531906,35.531906,51.530407,-2.600845,51.52389204194646,-2.6233609375445046,1717.8551821696296
51,35.990456,35.990456,51.530396,-2.600905,51.52376631885193,-2.623839670051843,1749.5028675917488
52,35.78656,35.78656,51.530376,-2.600967,51.523642598283615,-2.6243165590878075,1780.3949686214992
53,36.02369,36.02369,51.53036,-2.601018,51.52352219145175,-2.624799323251784,1812.3801631916344
54,36.195892,36.195892,51.53033,-2.601068,51.52341450934206,-2.625292425328689,1843.838734769591
55,35.51037,35.51037,51.530323,-2.601102,51.52330535233304,-2.625774167652519,1876.73228322086
56,35.85061,35.85061,51.53032,-2.601136,51.52320323689058,-2.6262650633572617,1910.0652956116164
57,35.788506,35.788506,51.530304,-2.601168,51.523108798343216,-2.6267589741147703,1942.7714164281524
58,35.525166,35.525166,51.530296,-2.601204,51.52302452395605,-2.627253670315886,1975.1898597350587
59,34.935703,34.935703,51.530285,-2.601241,51.52294164791768,-2.6277401572171915,2006.8413801604813
