reference_distance_m,open_loop_final_error_m,ekf_final_error_m,open_loop_drift_pct,ekf_drift_pct,is_low_motion,start_idx,duration_steps,dt_seconds,map_matched_ekf_drift_m,map_matched_ekf_drift_pct,map_matched_dr_drift_m,map_matched_dr_drift_pct,trip,duration_s,seed,excluded
321.33261919008646,223.21302213449022,218.79025922760036,69.46478782549215,68.08840626857541,False,5282,30.0,1.0,7820173.005672135,2433669.20712337,7820173.005672135,2433669.20712337,A5,30,123,False
611.4156827750302,65.42032857667887,53.70796314195442,10.699811996930771,8.784197830547996,False,6191,30.0,1.0,7815568.444976668,1278274.1210536463,7815568.444976668,1278274.1210536463,A5,30,123,False
581.5360436071213,18.317050814414802,13.999163066121168,3.1497705113510697,2.407273499212171,False,426,30.0,1.0,7808828.743131771,1342793.5944770642,7808828.743131771,1342793.5944770642,A5,30,123,False
676.8190527158989,147.68305894672932,144.17880386369646,21.82016867789339,21.30241506723908,False,7263,30.0,1.0,7810568.850649232,1154011.3741342607,7810568.850649232,1154011.3741342607,A5,30,123,False
763.4546680931056,300.00190622710267,311.17373246164516,39.29531362699279,40.75863904779957,False,1420,30.0,1.0,7808451.407498597,1022778.6578346433,7808451.407498597,1022778.6578346433,A5,30,123,False
599.3478256800793,139.75931294817437,137.48581470635105,23.31856510692929,22.939236419243876,False,7319,30.0,1.0,7810243.8940993305,1303123.7554315068,7810243.8940993305,1303123.7554315068,A5,30,123,False
,,,,,,1251,,,,,,,A5,30,123,True
631.8904107640451,136.71240841593462,136.6377366773661,21.6354617963944,21.623644598776504,False,6680,30.0,1.0,7814931.862312732,1236754.3056814822,7814931.862312732,1236754.3056814822,A5,30,123,False
603.3968730759111,109.15116416733353,111.77868425979231,18.089448095897183,18.524902804017323,False,7394,30.0,1.0,7810018.378313979,1294341.8712962787,7810018.378313979,1294341.8712962787,A5,30,123,False
452.2739237745809,89.28121036724023,84.87193537463726,19.740516902261014,18.765604407681597,False,1969,30.0,1.0,7809573.179838785,1726735.2304244665,7809573.179838785,1726735.2304244665,A5,30,123,False
,,,,,,2430,,,,,,,A5,30,123,True
749.2211534346254,266.95064729654615,261.8562583611003,35.630420480358126,34.95046251172739,False,150,30.0,1.0,7807127.485537948,1042032.4425902868,7807127.485537948,1042032.4425902868,A5,30,123,False
486.9096150011626,50.30940946851512,48.86918614385626,10.332391868744468,10.036603229480194,False,4726,30.0,1.0,7816902.547600862,1605411.4165690066,7816902.547600862,1605411.4165690066,A5,30,123,False
616.6956618738594,53.665291928160066,46.94059705826348,8.702070607257962,7.6116308189411,False,6181,30.0,1.0,7815578.175489357,1267331.466503485,7815578.175489357,1267331.466503485,A5,30,123,False
,,,,,,1289,,,,,,,A5,30,123,True
633.0014855403597,104.87163709691158,104.40626496154235,16.567360344721504,16.49384201245851,False,6684,30.0,1.0,7814905.541150772,1234579.3366471492,7814905.541150772,1234579.3366471492,A5,30,2024,False
559.2346278034382,25.34829134218312,25.396678179423585,4.53267556798944,4.541327900093858,False,394,30.0,1.0,7808922.588415513,1396358.916308062,7808922.588415513,1396358.916308062,A5,30,2024,False
591.1028901308753,90.66319846584575,90.73913017473271,15.337972454469329,15.350818222973379,False,6012,30.0,1.0,7816943.341235297,1322433.618875482,7816943.341235297,1322433.618875482,A5,30,2024,False
,,,,,,2275,,,,,,,A5,30,2024,True
,,,,,,4973,,,,,,,A5,30,2024,True
612.8507450353702,96.5462278086751,95.72169075425296,15.753628202426842,15.619086952195588,False,7981,30.0,1.0,7810879.795391789,1274515.835815944,7810879.795391789,1274515.835815944,A5,30,2024,False
385.51059837609984,142.7660910912634,141.84490910062627,37.032987340073696,36.79403619462725,False,3069,30.0,1.0,7812647.448986478,2026571.37881448,7812647.448986478,2026571.37881448,A5,30,2024,False
,,,,,,2866,,,,,,,A5,30,2024,True
548.6900801687701,87.72366264477961,86.40397499808358,15.987834629304201,15.747318590397482,False,377,30.0,1.0,7808922.322195822,1423193.6396214592,7808922.322195822,1423193.6396214592,A5,30,2024,False
,,,,,,4348,,,,,,,A5,30,2024,True
592.9862178520136,5.742964077931619,5.146805163895031,0.9684818812036607,0.8679468441169529,False,6380,30.0,1.0,7815214.444223318,1317942.0042058537,7815214.444223318,1317942.0042058537,A5,30,2024,False
569.0816956016583,132.2082417508506,133.58606077767908,23.23185629983656,23.473968994284025,False,103,30.0,1.0,7806687.957535814,1371804.438250687,7806687.957535814,1371804.438250687,A5,30,2024,False
,,,,,,4978,,,,,,,A5,30,2024,True
571.072048999095,17.177883818634616,16.464353606112756,3.00800640632682,2.8830606637059986,False,4169,30.0,1.0,7814922.066007267,1368465.1664714292,7814922.066007267,1368465.1664714292,A5,30,2024,False
,,,,,,1697,,,,,,,A5,30,2024,True
1242.7692084623775,400.10128886310525,398.6254273048897,32.194335532188845,32.07557964829938,False,239,60.0,1.0,7808794.095876054,628338.2338976297,7808794.095876054,628338.2338976297,A5,60,42,False
,,,,,,2603,,,,,,,A5,60,42,True
,,,,,,3817,,,,,,,A5,60,42,True
1305.8792620352476,411.7551473032519,403.3849505886948,31.53087419900677,30.889911672232895,False,212,60.0,1.0,7808493.48854882,597949.1148652652,7808493.48854882,597949.1148652652,A5,60,42,False
360.4176778265817,711.7368291400204,709.7688103174941,197.47556041978584,196.92952204719708,False,4304,60.0,1.0,7816162.897026201,2168640.2687459243,7816162.897026201,2168640.2687459243,A5,60,42,False
1250.9872423816003,174.73951173025083,171.30784093700288,13.968128995271433,13.693811985713861,False,7504,60.0,1.0,7809575.00554879,624272.9534700213,7809575.00554879,624272.9534700213,A5,60,42,False
734.0363146847299,315.64387620102536,318.51744505220614,43.00112540570899,43.392600431357415,False,8410,60.0,1.0,7817449.127024276,1064994.8743178854,7817449.127024276,1064994.8743178854,A5,60,42,False
,,,,,,1858,,,,,,,A5,60,42,True
1476.6707754331003,616.0045478613879,618.823482711199,41.71576752988267,41.90666552127715,False,1586,60.0,1.0,7809309.787875304,528845.6924723029,7809309.787875304,528845.6924723029,A5,60,42,False
1310.8007556374885,281.8021645282239,287.020601766741,21.498474372725976,21.89658500976014,False,6622,60.0,1.0,7815088.825010169,596207.226109617,7815088.825010169,596207.226109617,A5,60,42,False
628.3652368448908,374.24531720269283,370.95256904895984,59.55856486934742,59.034546677273916,False,3039,60.0,1.0,7812647.448986478,1243329.0371400665,7812647.448986478,1243329.0371400665,A5,60,42,False
1180.1595062569106,89.89303161537879,90.20546289581586,7.617023897090894,7.643497545676584,False,7718,60.0,1.0,7809943.5034164125,661770.1642879666,7809943.5034164125,661770.1642879666,A5,60,42,False
1328.6873358941095,328.03392050021756,327.6637288733827,24.688571316853462,24.660709861653714,False,487,60.0,1.0,7808620.847499676,587694.3835131119,7808620.847499676,587694.3835131119,A5,60,42,False
1541.2660840328335,397.8777095439756,394.1367710017515,25.81499156219022,25.572273021830487,False,1103,60.0,1.0,7809071.512476332,506666.0191498754,7809071.512476332,506666.0191498754,A5,60,42,False
479.2829396159211,631.9400940762034,636.8355307422433,131.85115551632524,132.87256401251813,False,4288,60.0,1.0,7816132.091106692,1630797.0605776703,7816132.091106692,1630797.0605776703,A5,60,42,False
706.135148719402,221.43011677308672,218.39298404268112,31.358036372308774,30.927929935047644,False,4660,60.0,1.0,7816681.989399253,1106966.8467254532,7816681.989399253,1106966.8467254532,A5,60,123,False
932.7308463251139,145.51247823158496,146.26327035594903,15.600693255175669,15.681187229114894,False,2479,60.0,1.0,7811424.304922895,837478.929285902,7811424.304922895,837478.929285902,A5,60,123,False
,,,,,,3126,,,,,,,A5,60,123,True
306.595102305102,615.3977180265127,612.0806651964455,200.72000935426294,199.63810921785227,False,1846,60.0,1.0,7809668.281078415,2547225.3869557185,7809668.281078415,2547225.3869557185,A5,60,123,False
521.1782706861688,447.53780234306134,453.4062851170799,85.87038783367646,86.9963907973634,False,2531,60.0,1.0,7811425.140228932,1498801.0014202292,7811425.140228932,1498801.0014202292,A5,60,123,False
1401.6672602962979,432.86568316371137,434.96438893809847,30.882199750617566,31.031928993344078,False,8179,60.0,1.0,7814612.027039283,557522.6195543266,7814612.027039283,557522.6195543266,A5,60,123,False
308.407130489872,790.6893408023376,790.9115727173523,256.3784240482415,256.45048201741423,False,5319,60.0,1.0,7820154.165767565,2535659.325822357,7820154.165767565,2535659.325822357,A5,60,123,False
1252.5068204313322,313.6067135537633,314.52333782051915,25.038323818928582,25.111506994605037,False,7450,60.0,1.0,7809723.724765222,623527.4409185051,7809723.724765222,623527.4409185051,A5,60,123,False
817.5609811334829,297.3010619685961,292.1958702375434,36.364389792234455,35.739948087106264,False,4784,60.0,1.0,7817627.479547231,956213.3785676411,7817627.479547231,956213.3785676411,A5,60,123,False
1264.37462885691,192.77338335539295,191.16234825148538,15.246539985516366,15.119122441132069,False,5665,60.0,1.0,7819605.545158846,618456.3788841887,7819605.545158846,618456.3788841887,A5,60,123,False
1260.7382931807276,284.39288603530014,280.88760793387695,22.557646386531406,22.27961262485517,False,5615,60.0,1.0,7819333.818955891,620218.6338949399,7819333.818955891,620218.6338949399,A5,60,123,False
1258.3992082333898,153.1931061419573,151.54810415619875,12.1736492791519,12.042927487927328,False,6151,60.0,1.0,7815578.175489357,621073.0366289165,7815578.175489357,621073.0366289165,A5,60,123,False
1171.0211823671034,179.4255427943005,178.92892498117618,15.322143228153184,15.279734275983724,False,444,60.0,1.0,7808580.455488154,666818.0365195343,7808580.455488154,666818.0365195343,A5,60,123,False
1280.990499043709,367.2988908961006,366.6262918644997,28.673037869546906,28.620531700913887,False,7265,60.0,1.0,7810408.310370404,609716.3340556441,7810408.310370404,609716.3340556441,A5,60,123,False
1234.2014495928688,268.77183604691584,266.04005345021,21.77698269075739,21.5556426009684,False,7358,60.0,1.0,7810030.345658506,632800.2894693435,7810030.345658506,632800.2894693435,A5,60,123,False
1514.2624700815884,599.3800329196399,603.5160184677726,39.582307873439234,39.855443187154684,False,662,60.0,1.0,7808335.413946175,515652.7067282769,7808335.413946175,515652.7067282769,A5,60,2024,False
1377.2059468271023,303.5234298276925,303.0106850775321,22.039073424491797,22.001842627504484,False,6880,60.0,1.0,7813287.12038951,567328.8834099413,7813287.12038951,567328.8834099413,A5,60,2024,False
513.8008485628669,555.6093567876488,553.2111715887912,108.1371037711835,107.6703499295802,False,4909,60.0,1.0,7818673.406688518,1521732.2876281417,7818673.406688518,1521732.2876281417,A5,60,2024,False
1377.4937003093416,293.5524800252378,295.24661875986743,21.31062232511954,21.433609365586527,False,6882,60.0,1.0,7813263.608878672,567208.6636130576,7813263.608878672,567208.6636130576,A5,60,2024,False
,,,,,,2756,,,,,,,A5,60,2024,True
,,,,,,4398,,,,,,,A5,60,2024,True
1205.8218403803537,91.85839622618792,87.63098994302774,7.61790781606783,7.267324824319503,False,6043,60.0,1.0,7816047.50266503,648192.5638533471,7816047.50266503,648192.5638533471,A5,60,2024,False
1409.307376457188,443.548820013034,441.54379581517713,31.472823276356998,31.33055309233957,False,8177,60.0,1.0,7814577.783447851,554497.7564151168,7814577.783447851,554497.7564151168,A5,60,2024,False
891.9382761980797,278.3320224290787,278.29090559832684,31.205300843852037,31.200691014691312,False,4832,60.0,1.0,7818188.597884518,876539.1963230728,7818188.597884518,876539.1963230728,A5,60,2024,False
,,,,,,2879,,,,,,,A5,60,2024,True
,,,,,,1711,,,,,,,A5,60,2024,True
,,,,,,3364,,,,,,,A5,60,2024,True
1550.2997900318665,508.9065317579896,512.297235102363,32.82633043171147,33.045043184314224,False,957,60.0,1.0,7808445.609327401,503673.26755342586,7808445.609327401,503673.26755342586,A5,60,2024,False
,,,,,,2203,,,,,,,A5,60,2024,True
578.6405970070643,419.3692970068783,425.58932389869,72.47491779456988,73.54985566169914,False,5210,60.0,1.0,7820142.219240145,1351467.950864269,7820142.219240145,1351467.950864269,A5,60,2024,False
428.54965373772313,1054.143372529946,1062.9898867427455,245.97928462569536,248.04357615775987,False,2683,90.0,1.0,7811674.682357966,1822816.7061217118,7811674.682357966,1822816.7061217118,A5,90,42,False
2318.867584695143,708.260951035714,706.4433735269557,30.543397808065343,30.46501569083042,False,1090,90.0,1.0,7809028.4929795135,336760.43188150186,7809028.4929795135,336760.43188150186,A5,90,42,False
1552.8909192565682,132.96779444279397,132.17275027354316,8.562597204602822,8.51139952166245,False,8210,90.0,1.0,7815246.370546712,503270.7882848711,7815246.370546712,503270.7882848711,A5,90,42,False
1188.4232891791207,565.0828977211881,568.347558970498,47.548958596352286,47.82366385322796,False,4847,90.0,1.0,7818554.372865526,657893.0625186615,7818554.372865526,657893.0625186615,A5,90,42,False
612.4361515196766,699.76292369124,703.112629667731,114.25891857540968,114.80586636224088,False,3475,90.0,1.0,7813366.644480521,1275784.687937301,7813366.644480521,1275784.687937301,A5,90,42,False
573.2743669404302,842.6413403021301,844.9289937134395,146.98744421441924,147.38649457202004,False,2954,90.0,1.0,7812352.309171312,1362759.7464135536,7812352.309171312,1362759.7464135536,A5,90,42,False
,,,,,,3332,,,,,,,A5,90,42,True
420.7742834593302,1064.8142365372833,1062.0159506949055,253.06067371396344,252.39564118883573,False,2691,90.0,1.0,7811683.202015415,1856502.0508841174,7811683.202015415,1856502.0508841174,A5,90,42,False
434.24397486880076,994.4905584651785,994.9504194737411,229.01654738344877,229.12244660950057,False,1219,90.0,1.0,7809109.673224611,1798323.0914335651,7809109.673224611,1798323.0914335651,A5,90,42,False
1898.9599685038945,425.26410119733987,427.8079997730249,22.39457957254288,22.528542300450685,False,6098,90.0,1.0,7815634.34912945,411574.4659581759,7815634.34912945,411574.4659581759,A5,90,42,False
1888.0540998076458,1068.6415094053104,1069.6041089896355,56.600153010137966,56.65113669669775,False,263,90.0,1.0,7808937.323710025,413597.11697379843,7808937.323710025,413597.11697379843,A5,90,42,False
1967.1981388749598,375.1381616252221,376.2491563361473,19.069668388348695,19.12614438275771,False,472,90.0,1.0,7808661.543717411,396943.31696466444,7808661.543717411,396943.31696466444,A5,90,42,False
1137.8833759640752,475.75965318813695,473.0017206114505,41.81093275794175,41.56855883501227,False,5385,90.0,1.0,7820012.794639703,687242.0284736275,7820012.794639703,687242.0284736275,A5,90,42,False
786.1326177332007,1532.310219178266,1523.2338766668834,194.91752213470735,193.7629659813761,False,33,90.0,1.0,7806622.023419405,993041.3580764094,7806622.023419405,993041.3580764094,A5,90,42,False
903.368858296665,564.6037688372894,557.3465064500616,62.499804332625594,61.69644894566753,False,2406,90.0,1.0,7811273.515059593,864682.6203183531,7811273.515059593,864682.6203183531,A5,90,42,False
1863.693497982835,417.0893138101451,420.06875406325776,22.379716099325393,22.539583602020308,False,7352,90.0,1.0,7809973.026190811,419058.8760782779,7809973.026190811,419058.8760782779,A5,90,123,False
512.0532174679622,954.6113583191512,946.6976986408325,186.42815351099296,184.88267749241606,False,2139,90.0,1.0,7810141.434759316,1525259.712921924,7810141.434759316,1525259.712921924,A5,90,123,False
2184.902988963821,937.8837473712293,937.4528112041716,42.925647138961345,42.90592378422961,False,7067,90.0,1.0,7810407.8154494455,357471.60651528474,7810407.8154494455,357471.60651528474,A5,90,123,False
1805.0030806758894,170.35281274996407,169.73775829795392,9.437812853270861,9.403737872535656,False,5696,90.0,1.0,7819553.241595078,433215.5066830701,7819553.241595078,433215.5066830701,A5,90,123,False
1986.6500896173868,632.0119795036231,632.8048964690664,31.812948984153707,31.85286124497846,False,8039,90.0,1.0,7812536.773261988,393251.7766511475,7812536.773261988,393251.7766511475,A5,90,123,False
639.5470858222261,683.0351748149199,682.6550923705671,106.79982599510774,106.74039605589316,False,3479,90.0,1.0,7813393.972990097,1221707.3842100147,7813393.972990097,1221707.3842100147,A5,90,123,False
2352.093796698689,1188.7465033749118,1190.2441661857968,50.53992766119242,50.60360126183654,False,1446,90.0,1.0,7808745.205739335,331991.23337255506,7808745.205739335,331991.23337255506,A5,90,123,False
,,,,,,3269,,,,,,,A5,90,123,True
740.5420648456324,880.5185605074362,880.9963413273932,118.90189663850927,118.96641435365846,False,4026,90.0,1.0,7814784.210554446,1055278.907374891,7814784.210554446,1055278.907374891,A5,90,123,False
1865.5932406570084,376.04917197583126,379.54512618325737,20.157082679148083,20.344473699400435,False,7953,90.0,1.0,7811158.51668921,418695.69134686317,7811158.51668921,418695.69134686317,A5,90,123,False
2286.001434277963,663.355135223995,660.2514799607682,29.018141689553083,28.882373827963477,False,738,90.0,1.0,7809009.003087458,341601.22937779105,7809009.003087458,341601.22937779105,A5,90,123,False
1985.0648995463923,589.9461142333419,585.1393540510123,29.719235596183815,29.47708934779526,False,8176,90.0,1.0,7815008.917386048,393690.3483191838,7815008.917386048,393690.3483191838,A5,90,123,False
,,,,,,4450,,,,,,,A5,90,123,True
1843.2184943429938,583.9373174012693,584.8377707375847,31.680309154526515,31.729161384421072,False,7297,90.0,1.0,7810099.25467077,423720.7514269567,7810099.25467077,423720.7514269567,A5,90,123,False
1112.976927522526,574.6762777188102,580.0848029216892,51.634159119365854,52.12011036140267,False,5129,90.0,1.0,7820035.751262859,702623.3480571938,7820035.751262859,702623.3480571938,A5,90,123,False
2119.205467080345,746.7713708260023,746.1499214262201,35.238271249594234,35.20894660838148,False,103,90.0,1.0,7807298.091838963,368406.84931769135,7807298.091838963,368406.84931769135,A5,90,2024,False
426.4345130068926,996.0839106806113,987.3111691268425,233.58426213136067,231.52703146963253,False,1637,90.0,1.0,7809409.7243563505,1831326.847653657,7809409.7243563505,1831326.847653657,A5,90,2024,False
2277.0713726178697,624.2196690885552,617.3426930579734,27.41326761184967,27.11125792900536,False,742,90.0,1.0,7809020.970362441,342941.4231045679,7809020.970362441,342941.4231045679,A5,90,2024,False
1862.7500711280193,758.6304065949029,758.614242275687,40.72636572954211,40.72549796314304,False,6312,90.0,1.0,7815326.8205097,419558.5302421703,7815326.8205097,419558.5302421703,A5,90,2024,False
1907.2581525783833,478.479020773098,475.1677859876287,25.08727096676724,24.913658664678355,False,5602,90.0,1.0,7819449.812145188,409983.81900081196,7819449.812145188,409983.81900081196,A5,90,2024,False
1898.9107887165628,342.50272061520326,341.18728239615183,18.03679891916851,17.967525616448455,False,7978,90.0,1.0,7811481.823662688,411366.44596886606,7811481.823662688,411366.44596886606,A5,90,2024,False
498.72441175992617,845.1227972083526,838.3136719978895,169.45687383259158,168.09156564837122,False,3455,90.0,1.0,7813266.76277546,1566650.1535795238,7813266.76277546,1566650.1535795238,A5,90,2024,False
2233.4963714084574,752.5144345621271,752.8807562961082,33.692216571078944,33.708617839452174,False,1382,90.0,1.0,7808411.204746042,349604.8305564072,7808411.204746042,349604.8305564072,A5,90,2024,False
342.1735991066035,1078.1837549910606,1072.2133908067888,315.09846399784766,313.3536291538211,False,2624,90.0,1.0,7811544.344832161,2282918.4850110225,7811544.344832161,2282918.4850110225,A5,90,2024,False
1795.8881173910154,423.3028170380421,423.2302803048091,23.570667512016126,23.566628466792174,False,5468,90.0,1.0,7819418.1156182615,435406.7516732588,7819418.1156182615,435406.7516732588,A5,90,2024,False
1870.2836193039836,445.1851885018922,446.04828416984384,23.803084404255518,23.849232253653508,False,7310,90.0,1.0,7810070.472466499,417587.49271262804,7810070.472466499,417587.49271262804,A5,90,2024,False
874.3952399942729,688.1137907681111,685.7599836067977,78.69596714325871,78.4267745569257,False,5359,90.0,1.0,7820061.386026053,894339.4277943773,7820061.386026053,894339.4277943773,A5,90,2024,False
2249.2215855357117,993.075555944131,997.4546063776698,44.15196627715111,44.34665809683218,False,639,90.0,1.0,7808344.086914711,347157.6183124237,7808344.086914711,347157.6183124237,A5,90,2024,False
307.75167735545796,1296.2196397124915,1292.5308572861522,421.1901136822522,419.9914906696866,False,2712,90.0,1.0,7811682.856747765,2538307.1585098626,7811682.856747765,2538307.1585098626,A5,90,2024,False
1777.3591182784178,334.3455529157113,333.1075452279751,18.81136735268022,18.741713016929808,False,5848,90.0,1.0,7818299.998415354,439882.9655758202,7818299.998415354,439882.9655758202,A5,90,2024,False
785.4433407152557,202.68350492351394,204.2199359281054,25.804981010971762,26.000594230276963,False,2338,30.0,1.0,204.2199359281054,26.000594230276963,202.68350492351394,25.804981010971762,T2,30,42,False
956.4776736295512,89.05867346763011,79.92026894520038,9.311108447485102,8.35568577799903,False,6886,30.0,1.0,79.92026894520038,8.35568577799903,89.05867346763011,9.311108447485102,T2,30,42,False
884.1586438722021,49.95023859010163,52.24084663186699,5.649465617543805,5.908537680870988,False,5861,30.0,1.0,52.24084663186699,5.908537680870988,49.95023859010163,5.649465617543805,T2,30,42,False
1210.2760937979888,373.8474696101972,365.95423562524724,30.88943684221836,30.237252268351412,False,6610,30.0,1.0,365.95423562524724,30.237252268351412,373.8474696101972,30.88943684221836,T2,30,42,False
659.863722466093,51.165785086793385,52.64900383616801,7.753992732858947,7.97876925850752,False,676,30.0,1.0,52.64900383616801,7.97876925850752,51.165785086793385,7.753992732858947,T2,30,42,False
350.48458836962084,282.3296870693201,283.69697806137884,80.55409465581846,80.94420909663286,False,132,30.0,1.0,283.69697806137884,80.94420909663286,282.3296870693201,80.55409465581846,T2,30,42,False
902.0562827790741,134.41717608610927,134.98539751657745,14.90119615064306,14.964187944094972,False,1507,30.0,1.0,134.98539751657745,14.964187944094972,134.41717608610927,14.90119615064306,T2,30,42,False
1260.8985828106506,513.1172163224411,506.2861784946975,40.69456682064461,40.152807323023744,False,5106,30.0,1.0,506.2861784946975,40.152807323023744,513.1172163224411,40.69456682064461,T2,30,42,False
615.5383441573994,151.88791601274553,158.75480311790156,24.675622153265284,25.791212623028137,False,2098,30.0,1.0,158.75480311790156,25.791212623028137,151.88791601274553,24.675622153265284,T2,30,42,False
,,,,,,3386,,,,,,,T2,30,42,True
,,,,,,3859,,,,,,,T2,30,42,True
1032.647115659592,328.95693353447973,333.48668331964967,31.85569673763744,32.29435092225467,False,1940,30.0,1.0,333.48668331964967,32.29435092225467,328.95693353447973,31.85569673763744,T2,30,42,False
500.06397075881875,834.8846684336122,828.9155846570702,166.9555731373172,165.76190910119715,False,393,30.0,1.0,828.9155846570702,165.76190910119715,834.8846684336122,166.9555731373172,T2,30,42,False
747.7079216715947,61.671761932594784,57.735397059281034,8.248108672530824,7.721651113473069,False,1623,30.0,1.0,57.735397059281034,7.721651113473069,61.671761932594784,8.248108672530824,T2,30,42,False
942.7392011214972,143.90652419858822,140.76710111050363,15.264722632451772,14.931711860824807,False,5923,30.0,1.0,140.76710111050363,14.931711860824807,143.90652419858822,15.264722632451772,T2,30,42,False
1242.5018852010053,435.2774795622311,429.0310014878615,35.032339567984984,34.5296056768924,False,5079,30.0,1.0,429.0310014878615,34.5296056768924,435.2774795622311,35.032339567984984,T2,30,123,False
681.5879380640707,36.884286476199954,43.013712390814604,5.411522771509603,6.310808919680621,False,2861,30.0,1.0,43.013712390814604,6.310808919680621,36.884286476199954,5.411522771509603,T2,30,123,False
702.3102904352478,4.8692066363557025,4.79589870824487,0.6933127283864905,0.6828746173251531,False,1088,30.0,1.0,4.79589870824487,0.6828746173251531,4.8692066363557025,0.6933127283864905,T2,30,123,False
1174.6753733108862,341.2177453742006,346.6835430035662,29.047833395234964,29.513136214511743,False,6384,30.0,1.0,346.6835430035662,29.513136214511743,341.2177453742006,29.047833395234964,T2,30,123,False
733.7932996425532,87.91725379833058,95.04784091680577,11.981201496546372,12.95294478201227,False,1890,30.0,1.0,95.04784091680577,12.95294478201227,87.91725379833058,11.981201496546372,T2,30,123,False
636.0244975970851,69.0819373320928,66.75343105914843,10.861521465460203,10.49541822859723,False,704,30.0,1.0,66.75343105914843,10.49541822859723,69.0819373320928,10.861521465460203,T2,30,123,False
759.6371526967877,54.30801276469339,58.229441444458466,7.149204402640724,7.665428321631998,False,1854,30.0,1.0,58.229441444458466,7.665428321631998,54.30801276469339,7.149204402640724,T2,30,123,False
1146.4846673550774,244.22582934273592,248.45707821817075,21.302145270390856,21.671208110559164,False,7194,30.0,1.0,248.45707821817075,21.671208110559164,244.22582934273592,21.302145270390856,T2,30,123,False
930.8576508521527,127.99316569169719,128.10021976203447,13.750025642967643,13.761526227427497,False,6732,30.0,1.0,128.10021976203447,13.761526227427497,127.99316569169719,13.750025642967643,T2,30,123,False
324.4154145104451,244.76183801595678,240.53464038355787,75.44704322552352,74.14402325688918,False,168,30.0,1.0,240.53464038355787,74.14402325688918,244.76183801595678,75.44704322552352,T2,30,123,False
890.3381682906522,302.8235590790822,306.98835881459155,34.01219557513399,34.47997286289255,False,1066,30.0,1.0,306.98835881459155,34.47997286289255,302.8235590790822,34.01219557513399,T2,30,123,False
582.4212890546925,127.3557393731085,125.12814835087066,21.866600992524695,21.484130251138613,False,549,30.0,1.0,125.12814835087066,21.484130251138613,127.3557393731085,21.866600992524695,T2,30,123,False
